	gini	name1	gini_IGH	gini_TRB
0	0.8371939571831248	TCGA-GN-A8LL	0.6239113222486145	0.38095238095238093
1	0.8655086183227335	TCGA-ER-A19S	0.8326658838915575	0.6033094058571765
2	0.672822466988034	TCGA-BF-A1PV	0.6693066231850299	0.0
3	0.6412089558628365	TCGA-FS-A1ZR	0.691497975708502	0.12413793103448276
4	0.7852066333245591	TCGA-ER-A19L	0.3129251700680272	0.0
5	0.8729114843523905	TCGA-D3-A2J9	0.770471256684492	0.5991573463500558
6	0.4296132728574839	TCGA-EE-A3JB	0.15656565656565657	0.15625
7	0.6324953154278576	TCGA-ER-A19O	0.6354044758118551	0.3464285714285714
8	0.7985478792833886	TCGA-D3-A2JC	0.7443670034792854	0.397875816993464
9	0.23720264042844688	TCGA-GN-A4U9	0.12828947368421054	0.10196078431372549
10	0.35388921742558643	TCGA-EE-A2MI	0.3727891156462585	0.460969840331165
11	0.1636904761904762	TCGA-BF-A3DN	0.0	0.0
12	0.45767435348881974	TCGA-D3-A1Q6	0.29411764705882354	0.0
13	0.8158160301956101	TCGA-EE-A29G	0.6874900903757729	0.1655773420479303
14	0.7901975454862004	TCGA-FS-A1Z4	0.7302605839618043	0.12641386073880354
15	0.8776066919411907	TCGA-BF-A5EQ	0.8593100819515914	0.21297297297297296
16	0.23194103194103194	TCGA-D9-A4Z5	0.16666666666666666	0.0
17	0.37117601231773373	TCGA-EE-A3AF	0.37037037037037035	0.4753787878787879
18	0.18315508021390375	TCGA-EE-A2GO	0.0	0.0
19	0.4990792540792541	TCGA-ER-A19B	0.45956284153005467	0.0
20	0.7050140519528275	TCGA-EB-A3XE	0.8042857142857143	0.2798913043478261
21	0.5589279396468939	TCGA-EB-A5SH	0.5208061002178649	0.03561253561253561
22	0.7217058654861562	TCGA-EE-A2GN	0.5652264229331118	0.3055555555555556
23	0.8802728156265462	TCGA-FR-A7U9	0.8181439992738769	0.11956521739130435
24	0.8337910262656686	TCGA-GN-A264	0.3894927536231884	0.16666666666666666
25	0.31789568345323743	TCGA-FR-A3YO	0.2888198757763975	0.16666666666666666
26	0.5997463209721635	TCGA-EE-A17X	0.6697525369414278	0.0
27	0.4963744232036915	TCGA-EE-A29E	0.16666666666666666	0.0
28	0.4105263157894737	TCGA-DA-A960	0.0	0.0
29	0.5848509707410445	TCGA-EB-A4IQ	0.4111111111111111	0.0
30	0.4050688802543271	TCGA-D3-A2JK	0.19047619047619047	0.0
31	0.4583333333333333	TCGA-D3-A8GL	0.13333333333333333	0.0
32	0.4583333333333333	TCGA-FW-A5DY	0.13333333333333333	0.0
33	0.4583333333333333	TCGA-EB-A5SF	0.13333333333333333	0.0
34	0.4583333333333333	TCGA-EE-A181	0.13333333333333333	0.0
35	0.4583333333333333	TCGA-W3-AA1W	0.13333333333333333	0.0
36	0.4583333333333333	TCGA-ER-A2NH	0.13333333333333333	0.0
37	0.4583333333333333	TCGA-EE-A2GL	0.13333333333333333	0.0
38	0.7495996322992042	TCGA-EE-A2ML	0.7097162097162097	0.2014854313464102
39	0.8108362237795238	TCGA-EE-A2MU	0.7809091846201422	0.26988636363636365
40	0.8513980561436817	TCGA-EE-A2GD	0.758953722334004	0.08585858585858586
41	0.7829630550946797	TCGA-ER-A19H	0.7632435094290881	0.376131083394473
42	0.33862843858969394	TCGA-EB-A42Y	0.08888888888888889	0.3173076923076923
43	0.8690179245950428	TCGA-EE-A3J5	0.7110581247306041	0.3426262626262626
44	0.27157164869029277	TCGA-BF-AAP8	0.32142857142857145	0.16666666666666666
45	0.7988156767999008	TCGA-D3-A2JB	0.7351814066583766	0.22177284287575214
46	0.13529411764705881	TCGA-RP-A690	0.16666666666666666	0.0
47	0.6952605388342066	TCGA-BF-A1PZ	0.5540178571428571	0.12352941176470589
48	0.5566810344827586	TCGA-D3-A1Q5	0.44364937388193204	0.0
49	0.8291117628349597	TCGA-FS-A1ZA	0.7634481115967274	0.10991636798088411
50	0.6256702540887129	TCGA-FS-A1ZQ	0.556858536886638	0.16153846153846155
51	0.9019031141868512	TCGA-EB-A550	0.5694444444444444	0.0
52	0.7690212226797593	TCGA-EB-A6QY	0.675776397515528	0.0
53	0.3454661558109834	TCGA-DA-A1IC	0.4727272727272727	0.06190476190476191
54	0.6612941790139991	TCGA-YG-AA3N	0.5705954631379963	0.6420054200542006
55	0.2127555988315482	TCGA-DA-A3F5	0.0	0.15
56	0.6643079317581129	TCGA-EB-A41A	0.43314722303849545	0.07575757575757576
57	0.8550224020356875	TCGA-D3-A3CB	0.8656419742908519	0.36666666666666664
58	0.3567718548695821	TCGA-ER-A2NC	0.19824046920821115	0.5201149425287356
59	0.8275638656248537	TCGA-EB-A5UM	0.8216422047795512	0.18981481481481483
60	0.5096208262591964	TCGA-ER-A19C	0.0	0.16666666666666666
61	0.6732657908568582	TCGA-EB-A6L9	0.5544716249870317	0.06841864906381036
62	0.9241351491237328	TCGA-EB-A24D	0.9301551389786684	0.1108695652173913
63	0.873414723418591	TCGA-D3-A1QB	0.8772295600146756	0.6218505946960289
64	0.9404713944664705	TCGA-ER-A3EV	0.7695530726256983	0.2867647058823529
65	0.48611445453550717	TCGA-W3-A824	0.3678989139515455	0.11628787878787879
66	0.5824511124013292	TCGA-ER-A197	0.0	0.6965431218816821
67	0.9659768859760564	TCGA-HR-A2OG	0.9502757403465508	0.22196969696969698
68	0.8368388289029448	TCGA-FR-A8YC	0.8039708757500168	0.11282051282051282
69	0.9257705222761887	TCGA-D3-A8GQ	0.88546424365576	0.0
70	0.11648745519713262	TCGA-GF-A2C7	0.0	0.16666666666666666
71	0.5013181482653168	TCGA-FS-A1YX	0.2222222222222222	0.24666666666666667
72	0.702864125659051	TCGA-WE-A8JZ	0.504	0.0
73	0.1989010989010989	TCGA-EE-A29A	0.0	0.16666666666666666
74	0.5844262295081967	TCGA-D3-A8GP	0.3105263157894737	0.16666666666666666
75	0.7301421310410307	TCGA-FS-A4F8	0.639026475017878	0.15911709258483453
76	0.6614634146341464	TCGA-EE-A29D	0.6440351510774046	0.16666666666666666
77	0.742019089608588	TCGA-YD-A9TA	0.6757531459019478	0.2895357985837923
78	0.6336815742667723	TCGA-GN-A9SD	0.5315394824153948	0.091447799416354
79	0.7927250159665223	TCGA-3N-A9WC	0.7258706073800414	0.46680021498021207
80	0.3045771166978449	TCGA-EB-A1NK	0.34037963761863677	0.25588235294117645
81	0.8260958105127862	TCGA-EE-A2MQ	0.6930680359435173	0.2714285714285714
82	0.6935083031551224	TCGA-Z2-AA3S	0.7288025889967638	0.24593241551939926
83	0.7287177033265602	TCGA-ER-A1A1	0.6141024921123962	0.16233414249016048
84	0.822760049451757	TCGA-D3-A51K	0.6774792703150913	0.22966507177033493
85	0.16161616161616163	TCGA-EB-A3XF	0.0	0.13333333333333333
86	0.3886455798864558	TCGA-D9-A4Z2	0.3611111111111111	0.15
87	0.8890290957942221	TCGA-GF-A3OT	0.7621399176954733	0.175
88	0.702663048166443	TCGA-D9-A148	0.660575296108291	0.18061224489795918
89	0.3374936751560128	TCGA-EB-A5VU	0.13333333333333333	0.0
90	0.6996838027770365	TCGA-EE-A3AC	0.5735453675140942	0.1433002481389578
91	0.8470459080215178	TCGA-EE-A182	0.7179314802844214	0.4891518737672584
92	0.7071937939142385	TCGA-BF-AAP4	0.6366464227521849	0.6053062561415001
93	0.6042450740496922	TCGA-FS-A1ZP	0.5788390729911198	0.12767897856817145
94	0.8347187592330182	TCGA-D3-A8GO	0.7190904975513396	0.041501976284584984
95	0.8789904845396587	TCGA-EE-A2MS	0.8132588700747805	0.37464387464387466
96	0.9578123090130798	TCGA-D3-A3CE	0.9037079578497005	0.43052912066996574
97	0.7932020431116212	TCGA-FS-A1ZH	0.7620621607636037	0.23505858799976448
98	0.880575285310351	TCGA-EE-A29T	0.8363939721093834	0.5618781094527363
99	0.8519330023440759	TCGA-EE-A2A0	0.7070570657973883	0.13652357494722026
100	0.7345300033800365	TCGA-EE-A3JD	0.5357986207726381	0.19111772205694857
101	0.7969014766400387	TCGA-WE-A8K6	0.5	0.0
102	0.3806560516470391	TCGA-ER-A193	0.2573051948051948	0.43261648745519715
103	0.9178340834609748	TCGA-FR-A3YN	0.9273901629485711	0.17232597623089982
104	0.8738490765378065	TCGA-FR-A3R1	0.8845712578217314	0.2512315270935961
105	0.9620225991849163	TCGA-ER-A19N	0.954924427768505	0.24707115550622766
106	0.9483554314690934	TCGA-FS-A1ZW	0.9174594851820193	0.26153039832285113
107	0.5909863945578231	TCGA-EE-A29L	0.564021164021164	0.0
108	0.782389346050429	TCGA-D9-A1JW	0.6997812998974171	0.39380103137086375
109	0.8803061881236011	TCGA-DA-A95W	0.809940036900369	0.15416666666666667
110	0.7434866233329858	TCGA-RP-A6K9	0.6496560699014686	0.14979423868312758
111	0.6718426501035196	TCGA-BF-A5ER	0.45	0.0
112	0.6611726826480523	TCGA-WE-AAA4	0.8433739263583511	0.3150499745141059
113	0.47425856527292376	TCGA-FS-A1YW	0.432277081798084	0.0
114	0.8456424457613192	TCGA-D3-A3CC	0.8175837320574163	0.10714285714285714
115	0.5565218537112437	TCGA-EB-A44Q	0.4911176019919556	0.25762491888384165
116	0.3334275800025704	TCGA-FS-A1ZS	0.5210084033613446	0.0
117	0.5510867825474567	TCGA-FS-A1ZJ	0.3330049261083744	0.09151193633952255
118	0.5259600108269685	TCGA-GN-A4U4	0.5291727140783744	0.0
119	0.8677460159740529	TCGA-D3-A51F	0.8367307206825583	0.7631539166081258
120	0.833197114523208	TCGA-BF-AAP0	0.852604156862253	0.3494845360824742
121	0.20546218487394957	TCGA-FS-A4F4	0.22180451127819548	0.12828947368421054
122	0.2073677956030897	TCGA-EE-A20H	0.0	0.20833333333333334
123	0.7095975232198143	TCGA-D9-A4Z6	0.19047619047619047	0.0
124	0.6587121212121212	TCGA-EE-A3JI	0.5771388499298737	0.11956521739130435
125	0.9403615527045238	TCGA-EE-A184	0.8703493743176283	0.21818181818181817
126	0.7829099900957742	TCGA-ER-A2NF	0.6964721677103712	0.26100966702470463
127	0.3421932197994589	TCGA-D9-A4Z3	0.328125	0.13095238095238096
128	0.3446495466637711	TCGA-EE-A3AH	0.22822822822822822	0.0
129	0.6528781902980483	TCGA-EE-A2MR	0.5980699842140871	0.19113480118914902
130	0.7881524713711878	TCGA-GN-A4U8	0.6583211915437829	0.3254775489952865
131	0.9260236891989758	TCGA-ER-A196	0.8134146341463414	0.15
132	0.8743840640588362	TCGA-D3-A51J	0.8383243722067727	0.2213827317828046
133	0.7306734820224119	TCGA-FW-A3TV	0.6306202605483181	0.02435897435897436
134	0.9439415526664026	TCGA-D3-A2JF	0.94107856429285	0.16675191815856777
135	0.7555773800863281	TCGA-GN-A267	0.633948817622287	0.05514705882352941
136	0.5269583374184263	TCGA-FR-A8YE	0.5503975476578217	0.051262412123533115
137	0.9591334015783364	TCGA-GN-A265	0.9306984562743694	0.13090909090909092
138	0.50267146646457	TCGA-D3-A2JA	0.2915601023017903	0.0
139	0.7078871272085672	TCGA-EB-A3XC	0.7696779964221825	0.1414141414141414
140	0.5541469193672433	TCGA-DA-A1I0	0.4917302798982188	0.35259259259259257
141	0.5931287219422813	TCGA-EE-A2GM	0.47619047619047616	0.32222222222222224
142	0.42678889737713266	TCGA-WE-A8ZT	0.31180017226528856	0.0
143	0.8583896442583817	TCGA-GF-A4EO	0.8198357288757325	0.21792587312900927
144	0.42738996355480796	TCGA-D3-A8GI	0.16666666666666666	0.0
145	0.6751578583167546	TCGA-ER-A19M	0.7490842490842491	0.12754310738071345
146	0.9351597458677416	TCGA-DA-A1I7	0.8314924568965517	0.3006535947712418
147	0.3767962806424345	TCGA-EB-A3Y6	0.3	0.35353535353535354
148	0.8613062752801339	TCGA-ER-A19P	0.8334563717731424	0.5666816476760342
149	0.9587284110279296	TCGA-EB-A5SG	0.8857603038358268	0.45323267267044454
150	0.9646061974469377	TCGA-EE-A2MK	0.9694150578355905	0.278693755983406
151	0.49522711520117485	TCGA-D3-A5GS	0.46956521739130436	0.628486897717667
152	0.7774236239869491	TCGA-EB-A3XB	0.6603015075376885	0.24666666666666667
153	0.7636758211557779	TCGA-GF-A6C8	0.6608226873244541	0.10784313725490197
154	0.9273451388350556	TCGA-D3-A51E	0.7999764424115118	0.27586206896551724
155	0.9509283742004625	TCGA-D3-A1Q7	0.8935257906784844	0.4290968654605018
156	0.7313145062142924	TCGA-QB-AA9O	0.5714062043338483	0.22119815668202766
157	0.7528696393273459	TCGA-D9-A149	0.7218882888885804	0.17582417582417584
158	0.9293842055097848	TCGA-EE-A20B	0.916817954091225	0.5507246376811594
159	0.8853993217892422	TCGA-EE-A29P	0.8897886506887913	0.40279572818175635
160	0.654610146930835	TCGA-ER-A42K	0.4444444444444444	0.0
161	0.8125879643977363	TCGA-EB-A44N	0.6657298918888322	0.09722222222222222
162	0.5896732138262286	TCGA-BF-AAP1	0.46153846153846156	0.0
163	0.3583859064397096	TCGA-BF-A5ES	0.08181818181818182	0.25980392156862747
164	0.6790719332274805	TCGA-QB-A6FS	0.5746729643157695	0.2745428723593112
165	0.6617551223813083	TCGA-EE-A2GS	0.8447619047619047	0.19940476190476192
166	0.21443753992682502	TCGA-ER-A19Q	0.0	0.38433566433566435
167	0.5643101260428429	TCGA-EE-A2GK	0.4400064293176887	0.21072192334172093
168	0.7399326568140194	TCGA-D3-A5GR	0.6662717471708446	0.12227538543328018
169	0.5906247468259204	TCGA-GN-A8LN	0.41468489892984545	0.0
170	0.9200214682382788	TCGA-EE-A20I	0.9289775379986512	0.25
171	0.9084171006418796	TCGA-EB-A85I	0.5138888888888888	0.4723336006415397
172	0.4322006666204611	TCGA-YD-A9TB	0.47797131147540983	0.04329004329004329
173	0.6320585303605472	TCGA-EE-A2GT	0.5709572620848037	0.08640424343941931
174	0.7781989808758977	TCGA-D3-A51N	0.6415114015572859	0.16666666666666666
175	0.5980165885322755	TCGA-EB-A3Y7	0.6714975845410628	0.25
176	0.9290000945100217	TCGA-EE-A3JH	0.8848923205135679	0.31259096293789135
177	0.8083718663584024	TCGA-ER-A19F	0.6856459330143541	0.5454545454545454
178	0.4803047619047619	TCGA-EE-A29R	0.3076923076923077	0.0
179	0.3369283865401208	TCGA-FS-A4F5	0.4444444444444444	0.16666666666666666
180	0.8939100119394555	TCGA-EE-A3JE	0.817231532907596	0.681698312236287
181	0.9541036322898083	TCGA-EE-A2GE	0.9396243555931494	0.43099940941006626
182	0.7668233906001395	TCGA-D3-A2JH	0.6336362731765565	0.727843237704918
183	0.9193669477912815	TCGA-FR-A7UA	0.8988820755185554	0.616373550584077
184	0.8801539152904168	TCGA-FS-A4FD	0.8572849709213346	0.4083333333333333
185	0.948002577262167	TCGA-BF-AAOU	0.8871369079951372	0.058333333333333334
186	0.5291256015126241	TCGA-EE-A3AA	0.42289014007557707	0.05183931593480003
187	0.9297314067566391	TCGA-D3-A3C7	0.7139965297860035	0.48717948717948717
188	0.4949443882709808	TCGA-DA-A1I4	0.0	0.07575757575757576
189	0.5000340882459466	TCGA-EE-A29M	0.3728674646824113	0.06814814814814815
190	0.9318589742721545	TCGA-D3-A5GN	0.8843062701037059	0.24552429667519182
191	0.5854973052425282	TCGA-GN-A26D	0.6461794019933554	0.15873015873015872
192	0.47243328984061195	TCGA-D3-A5GU	0.6459259259259259	0.1638655462184874
193	0.5665581211762384	TCGA-ER-A2ND	0.5281306715063521	0.16666666666666666
194	0.8040365277333618	TCGA-EE-A2A5	0.5243243243243243	0.17142857142857143
195	0.8318764450230187	TCGA-WE-A8ZR	0.8423636121115112	0.08888888888888889
196	0.7394642408620491	TCGA-EE-A29X	0.5791743351625158	0.39299242424242425
197	0.8623761618973008	TCGA-D3-A2J7	0.8161375256926396	0.10784313725490197
198	0.47709995899441693	TCGA-DA-A95X	0.4056916996047431	0.11507936507936507
199	0.9780763039015175	TCGA-D3-A8GN	0.961573786510726	0.30392156862745096
200	0.8214403537599685	TCGA-EB-A3XD	0.6968973376955638	0.13090909090909092
201	0.522300113679424	TCGA-BF-AAP2	0.32525758841548313	0.08897243107769423
202	0.7279373111850764	TCGA-EE-A29C	0.6472902097902098	0.16153846153846155
